year,state,state_po,candidate,party,candidatevotes,writein,totalvotes
2018,Vermont,VT,Edward S. Gilbert Jr,independent,2244,False,272624
2018,Vermont,VT,Reid Kane,liberty union,1171,False,272624
2018,Vermont,VT,Brad J. Peacock,independent,3787,False,272624
2018,Vermont,VT,Bernie Sanders,independent,183529,False,272624
2018,Vermont,VT,Jon Svitavsky,independent,1280,False,272624
2018,Vermont,VT,Lawrence Zupan,Republican,74663,False,272624
2018,Vermont,VT,Write in,No Party,294,True,272624
2018,Virginia,VA,Corey A. Stewart,Republican,1374313,False,3351373
2018,Virginia,VA,Timothy M. Kaine,Democrat,1910370,False,3351373
2018,Virginia,VA,Matt J. Waters,Libertarian,61565,False,3351373
2018,Virginia,VA,Write in,No Party,5125,True,3351373
2018,Washington,WA,Maria Cantwell,Democrat,1803364,False,3086168
2018,Washington,WA,Susan Hutchison,Republican,1282804,False,3086168
2018,West Virginia,WV,Joe Manchin,Democrat,288808,False,582911
2018,West Virginia,WV,Patrick Morrisey,Republican,269872,False,582911
2018,West Virginia,WV,Rusty Hollen,Libertarian,24231,False,582911
2018,Wisconsin,WI,Tammy Baldwin,Democrat,1472914,False,2657841
2018,Wisconsin,WI,Leah Vukmir,Republican,1184885,False,2657841
2018,Wisconsin,WI,Write in,No Party,42,True,2657841
2018,Wyoming,WY,John Barrasso,Republican,136210,False,203420
2018,Wyoming,WY,Gary Trauner,Democrat,61227,False,203420
2018,Wyoming,WY,Joseph Porambo,Libertarian,5658,False,203420
2018,Wyoming,WY,Write in,No Party,325,True,203420
